"Subject_Id"|"Activity_Id"|"acclmtr_time_domain_body_signal_x_axis_mean"|"acclmtr_time_domain_body_signal_y_axis_mean"|"acclmtr_time_domain_body_signal_z_axis_mean"|"acclmtr_time_domain_body_signal_x_axis_stddev"|"acclmtr_time_domain_body_signal_y_axis_stddev"|"acclmtr_time_domain_body_signal_z_axis_stddev"|"acclmtr_time_domain_gravity_signal_x_axis_mean"|"acclmtr_time_domain_gravity_signal_y_axis_mean"|"acclmtr_time_domain_gravity_signal_z_axis_mean"|"acclmtr_time_domain_gravity_signal_x_axis_stddev"|"acclmtr_time_domain_gravity_signal_y_axis_stddev"|"acclmtr_time_domain_gravity_signal_z_axis_stddev"|"acclmtr_time_domain_jerk_signal_x_axis_mean"|"acclmtr_time_domain_jerk_signal_y_axis_mean"|"acclmtr_time_domain_jerk_signal_z_axis_mean"|"acclmtr_time_domain_jerk_signal_x_axis_stddev"|"acclmtr_time_domain_jerk_signal_y_axis_stddev"|"acclmtr_time_domain_jerk_signal_z_axis_stddev"|"gyroscope_time_domain_body_signal_x_axis_mean"|"gyroscope_time_domain_body_signal_y_axis_mean"|"gyroscope_time_domain_body_signal_z_axis_mean"|"gyroscope_time_domain_body_signal_x_axis_stddev"|"gyroscope_time_domain_body_signal_y_axis_stddev"|"gyroscope_time_domain_body_signal_z_axis_stddev"|"gyroscope_time_domain_jerk_signal_x_axis_mean"|"gyroscope_time_domain_jerk_signal_y_axis_mean"|"gyroscope_time_domain_jerk_signal_z_axis_mean"|"gyroscope_time_domain_jerk_signal_x_axis_stddev"|"gyroscope_time_domain_jerk_signal_y_axis_stddev"|"gyroscope_time_domain_jerk_signal_z_axis_stddev"|"acclmtr_time_domain_body_signal_magnitude_mean"|"acclmtr_time_domain_body_signal_magnitude_stddev"|"acclmtr_time_domain_gravity_signal_magnitude_mean"|"acclmtr_time_domain_gravity_signal_magnitude_stddev"|"acclmtr_time_domain_jerk_signal_magnitude_mean"|"acclmtr_time_domain_jerk_signal_magnitude_stddev"|"gyroscope_time_domain_body_signal_magnitude_mean"|"gyroscope_time_domain_body_signal_magnitude_stddev"|"gyroscope_time_domain_jerk_signal_magnitude_mean"|"gyroscope_time_domain_jerk_signal_magnitude_stddev"|"acclmtr_frqncy_domain_body_signal_x_axis_mean"|"acclmtr_frqncy_domain_body_signal_y_axis_mean"|"acclmtr_frqncy_domain_body_signal_z_axis_mean"|"acclmtr_frqncy_domain_body_signal_x_axis_stddev"|"acclmtr_frqncy_domain_body_signal_y_axis_stddev"|"acclmtr_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_x_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_y_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_z_axis_mean"|"acclmtr_frqncy_domain_jerk_signal_x_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_y_axis_stddev"|"acclmtr_frqncy_domain_jerk_signal_z_axis_stddev"|"gyroscope_frqncy_domain_body_signal_x_axis_mean"|"gyroscope_frqncy_domain_body_signal_y_axis_mean"|"gyroscope_frqncy_domain_body_signal_z_axis_mean"|"gyroscope_frqncy_domain_body_signal_x_axis_stddev"|"gyroscope_frqncy_domain_body_signal_y_axis_stddev"|"gyroscope_frqncy_domain_body_signal_z_axis_stddev"|"acclmtr_frqncy_domain_body_signal_magnitude_mean"|"acclmtr_frqncy_domain_body_signal_magnitude_stddev"|"acclmtr_frqncy_domain_jerk_signal_magnitude_mean"|"acclmtr_frqncy_domain_jerk_signal_magnitude_stddev"|"gyroscope_frqncy_domain_body_signal_magnitude_mean"|"gyroscope_frqncy_domain_body_signal_magnitude_stddev"|"gyroscope_frqncy_domain_jerk_signal_magnitude_mean"|"gyroscope_frqncy_domain_jerk_signal_magnitude_stddev"
"84"|14|"WALKING_UPSTAIRS"|0.26242|-0.020439|-0.11228|-0.3094|0.3072|0.60902|0.68826|-0.32268|-0.49509|-0.92852|-0.90723|-0.87545|0.08033|-0.018313|0.003442|-0.36878|-0.33643|-0.32787|0.081384|-0.1235|-0.044138|-0.45428|0.47652|0.56488|-0.12827|-0.020775|-0.013724|-0.64661|-0.37148|-0.35982|0.14011|-0.019769|0.14011|-0.019769|-0.28366|-0.33709|0.36578|0.29998|-0.39992|-0.48582|-0.32351|0.016394|0.19169|-0.30498|0.35607|0.68712|-0.3835|-0.34761|-0.26401|-0.41097|-0.37157|-0.39108|-0.44105|0.11869|0.1967|-0.46474|0.64623|0.52245|-0.075985|-0.14325|-0.28874|-0.40985|0.048859|0.23666|-0.45725|-0.56496
"85"|15|"LAYING"|0.28948|-0.01663|-0.11853|-0.97226|-0.96276|-0.92959|-0.17199|0.89924|-0.036919|-0.96151|-0.98604|-0.95071|0.076752|0.012398|-0.0044393|-0.98174|-0.97092|-0.9784|-0.01683|-0.06197|0.11345|-0.95717|-0.96114|-0.95654|-0.10227|-0.041588|-0.062433|-0.97392|-0.98048|-0.98011|-0.95534|-0.94331|-0.95534|-0.94331|-0.97989|-0.97364|-0.94461|-0.92404|-0.98324|-0.97365|-0.97402|-0.96246|-0.95157|-0.97172|-0.96459|-0.92392|-0.98133|-0.97083|-0.97478|-0.98395|-0.97322|-0.98075|-0.95541|-0.96431|-0.95819|-0.95822|-0.95999|-0.96002|-0.956|-0.94551|-0.97368|-0.97253|-0.94681|-0.92368|-0.97573|-0.97265
"86"|15|"SITTING"|0.2729|-0.011719|-0.11366|-0.98708|-0.92241|-0.94934|0.89036|0.21085|0.0028157|-0.98262|-0.94356|-0.95297|0.078479|-0.0089844|-0.0023721|-0.98816|-0.97813|-0.98701|-0.037711|-0.080343|0.095198|-0.9882|-0.97532|-0.96377|-0.095365|-0.039607|-0.052415|-0.99289|-0.99031|-0.98794|-0.95867|-0.93798|-0.95867|-0.93798|-0.98611|-0.98464|-0.95733|-0.96348|-0.99219|-0.98972|-0.98662|-0.93893|-0.96323|-0.98738|-0.91916|-0.9457|-0.98811|-0.97816|-0.98491|-0.98931|-0.97971|-0.98769|-0.98615|-0.9792|-0.96673|-0.98888|-0.97346|-0.96623|-0.94975|-0.9412|-0.98469|-0.98328|-0.97376|-0.96338|-0.99018|-0.9895
"87"|15|"STANDING"|0.27892|-0.018352|-0.10591|-0.98895|-0.9319|-0.95167|0.96553|-0.16471|0.064598|-0.98843|-0.96569|-0.95881|0.075228|0.0061726|-0.0065874|-0.98546|-0.96772|-0.9853|-0.026243|-0.065964|0.076195|-0.94779|-0.97133|-0.96817|-0.10136|-0.043851|-0.052278|-0.97151|-0.98811|-0.98129|-0.96121|-0.9486|-0.96121|-0.9486|-0.9815|-0.97999|-0.94696|-0.93129|-0.98441|-0.98143|-0.98672|-0.94335|-0.96547|-0.99006|-0.93029|-0.94791|-0.98535|-0.96788|-0.98263|-0.98693|-0.96993|-0.98665|-0.95038|-0.97513|-0.96826|-0.94828|-0.96944|-0.97128|-0.96034|-0.9502|-0.97908|-0.98018|-0.95673|-0.92884|-0.98319|-0.98033
"88"|15|"WALKING"|0.2739|-0.017081|-0.10762|-0.32796|0.13891|-0.51893|0.95152|-0.23392|0.075736|-0.9784|-0.97106|-0.95806|0.089777|0.0089059|0.00065871|-0.37322|-0.031927|-0.68627|-0.055488|-0.061243|0.084248|-0.32962|-0.42087|-0.48653|-0.077669|-0.055254|-0.051098|-0.28377|-0.7024|-0.59167|-0.18651|-0.32388|-0.18651|-0.32388|-0.32013|-0.31007|-0.24371|-0.4258|-0.54398|-0.63779|-0.31744|0.11132|-0.55494|-0.33252|0.080565|-0.53703|-0.39082|-0.066938|-0.64891|-0.4115|-0.060684|-0.72305|-0.2534|-0.53542|-0.46146|-0.35763|-0.36536|-0.544|-0.27516|-0.45834|-0.28975|-0.34241|-0.48917|-0.48175|-0.64508|-0.65401
"89"|15|"WALKING_DOWNSTAIRS"|0.2802|-0.0056305|-0.11053|0.40647|0.18653|-0.28198|0.9323|-0.16746|0.078882|-0.94281|-0.92569|-0.93401|0.071146|0.015116|-0.010021|0.13459|0.015806|-0.40401|-0.13662|-0.034676|0.071176|-0.31869|-0.37321|-0.25065|-0.048253|-0.049542|-0.033921|-0.45598|-0.57496|-0.39454|0.32045|0.3532|0.32045|0.3532|-0.037267|0.15963|-0.12169|-0.28425|-0.50947|-0.56364|0.23531|0.16752|-0.25981|0.46633|0.11999|-0.35741|0.061969|-0.026977|-0.34538|0.10806|-0.0072286|-0.4616|-0.22736|-0.40233|-0.18319|-0.35163|-0.36097|-0.34367|0.33115|0.15312|0.15841|0.15051|-0.3739|-0.34939|-0.5654|-0.59347
"90"|15|"WALKING_UPSTAIRS"|0.27019|-0.028752|-0.11695|-0.026097|-0.0040654|-0.37972|0.91854|-0.31496|0.08118|-0.95256|-0.92765|-0.92162|0.072972|-0.0041736|-0.0052588|-0.18694|-0.31186|-0.74881|0.090334|-0.15472|0.091168|-0.41525|-0.33023|-0.47737|-0.14449|-0.036542|-0.076724|-0.52553|-0.76305|-0.65791|-0.00097139|-0.13655|-0.00097139|-0.13655|-0.31605|-0.31336|-0.20122|-0.28843|-0.66364|-0.74895|-0.074633|-0.10194|-0.53959|-0.0083824|-0.019133|-0.3496|-0.23705|-0.3381|-0.71455|-0.20723|-0.33039|-0.783|-0.3611|-0.51703|-0.4857|-0.43723|-0.24361|-0.52374|-0.16524|-0.25566|-0.26196|-0.39131|-0.45369|-0.30859|-0.73142|-0.7931
"91"|16|"LAYING"|0.27423|-0.01661|-0.10731|-0.97369|-0.94306|-0.96549|-0.20678|-0.019927|0.89388|-0.96376|-0.96609|-0.96789|0.078396|0.013281|-0.0015411|-0.98842|-0.98487|-0.98764|-0.016155|-0.11368|0.096621|-0.97701|-0.97075|-0.98478|-0.10221|-0.034774|-0.057679|-0.98584|-0.98905|-0.99447|-0.96183|-0.9579|-0.96183|-0.9579|-0.98835|-0.98789|-0.95178|-0.95902|-0.99084|-0.98821|-0.98021|-0.96364|-0.97458|-0.97141|-0.93708|-0.96252|-0.98858|-0.98475|-0.98554|-0.98929|-0.98622|-0.98835|-0.97589|-0.97609|-0.98596|-0.97751|-0.96814|-0.98573|-0.96802|-0.95811|-0.98751|-0.98725|-0.97025|-0.95898|-0.9887|-0.98806
"92"|16|"SITTING"|0.28077|-0.01025|-0.08914|-0.98683|-0.95161|-0.93967|0.94246|-0.086588|0.089268|-0.98016|-0.96802|-0.94581|0.073435|0.0098564|-0.011503|-0.99086|-0.9818|-0.98349|-0.041201|-0.057453|0.079574|-0.98104|-0.95834|-0.96029|-0.09572|-0.045037|-0.058837|-0.98958|-0.99062|-0.98836|-0.96188|-0.94105|-0.96188|-0.94105|-0.98747|-0.98362|-0.94642|-0.93794|-0.99244|-0.98826|-0.98704|-0.96146|-0.95955|-0.98689|-0.94983|-0.93465|-0.99096|-0.98175|-0.98118|-0.99157|-0.98323|-0.98436|-0.97863|-0.9668|-0.96006|-0.98206|-0.95434|-0.96427|-0.95834|-0.94259|-0.98397|-0.98219|-0.95406|-0.93886|-0.98936|-0.98751
"93"|16|"STANDING"|0.2835|-0.0166|-0.10366|-0.98908|-0.9603|-0.95347|0.94159|-0.057887|-0.16674|-0.98536|-0.98055|-0.95956|0.073644|0.012077|-0.0047631|-0.99103|-0.98262|-0.98807|-0.029934|-0.068668|0.086734|-0.9734|-0.98011|-0.98236|-0.10011|-0.042498|-0.054434|-0.9871|-0.99259|-0.9927|-0.96995|-0.95729|-0.96995|-0.95729|-0.98921|-0.98676|-0.97253|-0.96411|-0.99285|-0.99081|-0.98943|-0.96931|-0.97|-0.9891|-0.95817|-0.94854|-0.99104|-0.98243|-0.98609|-0.99185|-0.98424|-0.98866|-0.97316|-0.98359|-0.98364|-0.97393|-0.9784|-0.98353|-0.97108|-0.95717|-0.9865|-0.98591|-0.97545|-0.96357|-0.99117|-0.99067
"94"|16|"WALKING"|0.27602|-0.020429|-0.1088|-0.40469|-0.31457|-0.1598|0.92598|-0.066825|-0.21735|-0.98247|-0.97378|-0.96139|0.077022|0.0096844|0.003608|-0.39622|-0.42556|-0.44026|-0.015172|-0.069596|0.081865|-0.65417|-0.61259|-0.36549|-0.11092|-0.043388|-0.053299|-0.67589|-0.71224|-0.57126|-0.25877|-0.47181|-0.25877|-0.47181|-0.36314|-0.40339|-0.48593|-0.66508|-0.67154|-0.72281|-0.39479|-0.3215|-0.24436|-0.40907|-0.35437|-0.1805|-0.44141|-0.45427|-0.42233|-0.40288|-0.43361|-0.45664|-0.59575|-0.61973|-0.43289|-0.67374|-0.61194|-0.40322|-0.41046|-0.59215|-0.37828|-0.44145|-0.66923|-0.72114|-0.72068|-0.74573
"95"|16|"WALKING_DOWNSTAIRS"|0.29559|-0.01839|-0.11987|0.20725|-0.14699|0.011435|0.91782|-0.058483|-0.22538|-0.95779|-0.95549|-0.91059|0.090786|-0.014811|-0.029312|-0.10119|-0.26168|-0.30338|-0.022537|-0.068265|0.083538|-0.45419|-0.52833|-0.44464|-0.1039|-0.056769|-0.061214|-0.62368|-0.58342|-0.54063|0.19108|0.11918|0.19108|0.11918|-0.16591|-0.07835|-0.30982|-0.42232|-0.5909|-0.59582|0.036826|-0.1346|-0.047694|0.26612|-0.20868|-0.037972|-0.15544|-0.28996|-0.24197|-0.12568|-0.28151|-0.36403|-0.42084|-0.47951|-0.375|-0.47037|-0.56521|-0.5211|0.11403|-0.053414|-0.074566|-0.091962|-0.48825|-0.47994|-0.58966|-0.63348
"96"|16|"WALKING_UPSTAIRS"|0.25599|-0.014365|-0.12407|-0.39708|-0.16373|-0.12928|0.82687|-0.080593|-0.37906|-0.94841|-0.93366|-0.90765|0.076253|0.017373|0.038053|-0.52109|-0.42563|-0.59341|0.071841|-0.048614|-0.0077929|-0.50809|-0.58638|-0.36503|-0.14091|-0.029621|-0.035416|-0.70726|-0.77472|-0.7171|-0.23399|-0.3348|-0.23399|-0.3348|-0.48322|-0.49307|-0.30826|-0.51819|-0.73771|-0.79729|-0.47498|-0.26806|-0.33585|-0.36964|-0.16632|-0.094561|-0.54609|-0.46861|-0.56522|-0.53807|-0.41713|-0.62012|-0.5324|-0.64202|-0.49243|-0.5099|-0.5596|-0.38731|-0.37065|-0.41892|-0.4756|-0.51993|-0.63055|-0.53249|-0.78783|-0.82531
"97"|17|"LAYING"|0.26978|-0.016846|-0.10701|-0.97296|-0.94479|-0.95348|-0.19913|0.65879|0.72266|-0.96106|-0.96147|-0.95716|0.077909|0.0070687|-0.00014354|-0.98149|-0.97696|-0.98281|-0.023476|-0.094458|0.11144|-0.97589|-0.97148|-0.9762|-0.10205|-0.036196|-0.060493|-0.98079|-0.98314|-0.98822|-0.95302|-0.94826|-0.95302|-0.94826|-0.98161|-0.98013|-0.96073|-0.95933|-0.98554|-0.98204|-0.97436|-0.95465|-0.96541|-0.97244|-0.94279|-0.95012|-0.98147|-0.97721|-0.98038|-0.98321|-0.97834|-0.98385|-0.97195|-0.97367|-0.97616|-0.9772|-0.97063|-0.97836|-0.96105|-0.94904|-0.97969|-0.97966|-0.96901|-0.96002|-0.98277|-0.98198
"98"|17|"SITTING"|0.27736|-0.014156|-0.11362|-0.99444|-0.96186|-0.96573|0.94488|-0.0028147|-0.1358|-0.9902|-0.96672|-0.95661|0.075071|0.0056097|-0.0015545|-0.99434|-0.98864|-0.99053|-0.042549|-0.066925|0.086005|-0.98964|-0.98613|-0.97971|-0.094248|-0.041113|-0.05109|-0.99526|-0.99498|-0.99384|-0.97275|-0.96507|-0.97275|-0.96507|-0.99281|-0.99145|-0.96718|-0.97541|-0.99633|-0.99445|-0.99397|-0.96993|-0.97484|-0.99466|-0.95979|-0.96292|-0.99454|-0.98833|-0.98883|-0.99461|-0.98992|-0.99082|-0.98841|-0.98879|-0.98162|-0.99004|-0.98481|-0.98097|-0.97363|-0.9654|-0.99143|-0.99032|-0.98337|-0.97471|-0.9952|-0.99362
"99"|17|"STANDING"|0.27794|-0.017412|-0.11143|-0.99116|-0.96818|-0.97046|0.90468|-0.25749|-0.20269|-0.98575|-0.97581|-0.96917|0.074086|0.0065785|-0.004036|-0.99209|-0.98666|-0.99122|-0.026958|-0.077063|0.088056|-0.98137|-0.98512|-0.98554|-0.10129|-0.040452|-0.054633|-0.98926|-0.9937|-0.99233|-0.97764|-0.97538|-0.97764|-0.97538|-0.99174|-0.99036|-0.97818|-0.97768|-0.99367|-0.99237|-0.99093|-0.97417|-0.98023|-0.99132|-0.96643|-0.967|-0.99213|-0.98628|-0.98956|-0.99278|-0.9882|-0.99145|-0.9807|-0.98733|-0.98595|-0.98179|-0.98395|-0.98673|-0.98097|-0.9755|-0.99016|-0.98947|-0.98429|-0.97726|-0.99272|-0.99218
"100"|17|"WALKING"|0.27234|-0.018488|-0.10979|-0.3195|-0.01758|-0.26582|0.92811|-0.17993|-0.19027|-0.98098|-0.96861|-0.9569|0.077319|0.01301|0.024375|-0.35549|-0.093539|-0.5343|-0.0092227|-0.083977|0.075713|-0.47981|-0.45493|-0.38604|-0.10996|-0.037925|-0.051381|-0.4313|-0.5602|-0.52442|-0.15115|-0.46184|-0.15115|-0.46184|-0.30109|-0.27567|-0.33501|-0.52249|-0.51717|-0.53971|-0.36099|-0.065027|-0.38283|-0.30481|-0.055614|-0.26239|-0.42345|-0.19423|-0.52343|-0.34387|-0.047038|-0.54387|-0.40772|-0.49017|-0.39881|-0.50485|-0.43924|-0.43877|-0.42938|-0.56516|-0.33594|-0.21123|-0.51862|-0.61532|-0.58271|-0.52039
"101"|17|"WALKING_DOWNSTAIRS"|0.29392|-0.016736|-0.089243|0.18772|-0.060789|-0.23106|0.92882|-0.15108|-0.16096|-0.95003|-0.94658|-0.9011|0.11825|-0.011383|-0.0093984|-0.10344|-0.30406|-0.53633|0.067773|-0.12352|0.016288|-0.37044|-0.45928|-0.46846|-0.10777|-0.03817|-0.058252|-0.5268|-0.57214|-0.54277|0.14895|0.091408|0.14895|0.091408|-0.22163|-0.20658|-0.23264|-0.35269|-0.54033|-0.59232|-0.022624|-0.13027|-0.31808|0.25894|-0.086053|-0.24541|-0.21509|-0.35127|-0.49867|-0.071877|-0.29893|-0.57304|-0.31641|-0.45113|-0.40338|-0.39319|-0.46939|-0.54095|0.058068|-0.061888|-0.18868|-0.23654|-0.40944|-0.42887|-0.57735|-0.6434
"102"|17|"WALKING_UPSTAIRS"|0.2526|-0.022865|-0.12129|-0.062953|-0.013172|-0.23022|0.85353|-0.28415|-0.29817|-0.94946|-0.91597|-0.93016|0.076804|0.030836|0.0075953|-0.29267|-0.34979|-0.65743|-0.030425|-0.054846|0.056093|-0.49656|-0.49304|-0.2344|-0.14266|-0.04145|-0.022348|-0.60604|-0.67672|-0.61059|-0.012806|-0.10288|-0.012806|-0.10288|-0.35723|-0.39091|-0.23519|-0.44084|-0.63737|-0.68231|-0.13975|-0.11752|-0.39992|-0.035538|-0.025278|-0.20482|-0.36027|-0.37705|-0.63302|-0.28722|-0.36511|-0.68033|-0.41622|-0.52144|-0.32427|-0.52447|-0.48115|-0.27789|-0.15031|-0.21739|-0.3603|-0.43738|-0.50407|-0.49644|-0.66901|-0.72416
"103"|18|"LAYING"|0.27469|-0.017394|-0.1077|-0.98453|-0.98616|-0.98766|-0.2206|0.71976|0.6055|-0.98272|-0.99409|-0.99096|0.074999|0.011702|-0.0012134|-0.98592|-0.98555|-0.99066|-0.025176|-0.083759|0.093778|-0.99287|-0.9842|-0.98511|-0.099715|-0.039344|-0.059314|-0.9961|-0.99055|-0.99255|-0.98646|-0.98646|-0.98646|-0.98646|-0.98832|-0.98953|-0.98074|-0.98056|-0.9931|-0.99215|-0.98518|-0.98491|-0.98861|-0.98432|-0.98675|-0.98722|-0.9864|-0.98587|-0.98912|-0.98664|-0.98621|-0.99074|-0.99244|-0.98561|-0.985|-0.99302|-0.98346|-0.98648|-0.98679|-0.98765|-0.98855|-0.98971|-0.98433|-0.98147|-0.9919|-0.99274
"104"|18|"SITTING"|0.27727|-0.012869|-0.1119|-0.99435|-0.97493|-0.97757|0.90982|0.12989|0.16188|-0.99404|-0.98404|-0.97834|0.076623|0.0069456|0.0027876|-0.99162|-0.984|-0.99015|-0.033306|-0.06858|0.084814|-0.99196|-0.98675|-0.98153|-0.095472|-0.039713|-0.052303|-0.99417|-0.99422|-0.99281|-0.98367|-0.9816|-0.98367|-0.9816|-0.98987|-0.99116|-0.97763|-0.98137|-0.99487|-0.99487|-0.99314|-0.97654|-0.983|-0.99491|-0.97498|-0.97572|-0.99192|-0.98364|-0.98869|-0.99204|-0.98569|-0.99014|-0.98996|-0.9887|-0.98303|-0.99258|-0.98571|-0.9828|-0.98478|-0.98223|-0.99041|-0.99104|-0.98654|-0.98125|-0.99481|-0.99497
"105"|18|"STANDING"|0.27846|-0.016635|-0.10845|-0.99202|-0.95422|-0.96187|0.94757|-0.20421|-0.048577|-0.99427|-0.98134|-0.97604|0.075354|0.01047|-0.0018164|-0.98944|-0.97528|-0.98846|-0.026587|-0.073226|0.084319|-0.96225|-0.98042|-0.97282|-0.098717|-0.040657|-0.053238|-0.98197|-0.99115|-0.98626|-0.97261|-0.97229|-0.97261|-0.97229|-0.98597|-0.98602|-0.96301|-0.9598|-0.98869|-0.98852|-0.99041|-0.96124|-0.97577|-0.99279|-0.95291|-0.95722|-0.98954|-0.97524|-0.98627|-0.99029|-0.97718|-0.98928|-0.96443|-0.98356|-0.97429|-0.96227|-0.9788|-0.97482|-0.9768|-0.97326|-0.98499|-0.98628|-0.97235|-0.95911|-0.98896|-0.98841
"106"|18|"WALKING"|0.27389|-0.017802|-0.10422|-0.37601|-0.22701|-0.42835|0.92387|-0.25432|-0.060931|-0.98301|-0.97531|-0.97248|0.076752|0.028275|0.010685|-0.36806|-0.32016|-0.63333|-0.03994|-0.061373|0.094472|-0.70444|-0.49643|-0.51142|-0.096644|-0.043377|-0.050263|-0.57813|-0.69493|-0.66326|-0.28791|-0.46035|-0.28791|-0.46035|-0.37927|-0.42542|-0.50047|-0.60851|-0.63649|-0.72659|-0.37148|-0.24361|-0.48977|-0.37807|-0.26727|-0.43986|-0.4148|-0.36191|-0.60115|-0.37599|-0.32026|-0.66433|-0.60967|-0.5709|-0.53815|-0.7349|-0.46089|-0.54841|-0.42439|-0.56556|-0.41404|-0.44445|-0.62033|-0.66891|-0.7106|-0.76941
"107"|18|"WALKING_DOWNSTAIRS"|0.28844|-0.016867|-0.10339|-0.30263|-0.25421|-0.41861|0.93228|-0.22581|-0.049364|-0.9604|-0.93296|-0.92166|0.080904|-0.00075707|-0.014177|-0.38722|-0.44703|-0.65125|-0.057655|-0.063621|0.098747|-0.50247|-0.61723|-0.48366|-0.083657|-0.050912|-0.057059|-0.67672|-0.75261|-0.60566|-0.29353|-0.22993|-0.29353|-0.22993|-0.46652|-0.38252|-0.38102|-0.508|-0.70166|-0.74416|-0.35009|-0.30905|-0.50582|-0.28554|-0.2738|-0.41826|-0.41273|-0.46598|-0.62214|-0.41605|-0.46455|-0.67875|-0.48923|-0.64153|-0.44703|-0.51395|-0.60776|-0.544|-0.24197|-0.3443|-0.3834|-0.38657|-0.60474|-0.53384|-0.74424|-0.76343
"108"|18|"WALKING_UPSTAIRS"|0.2654|-0.022206|-0.11266|-0.38017|-0.21116|-0.31437|0.88333|-0.31662|-0.10611|-0.96174|-0.94206|-0.90784|0.08124|0.021165|0.009359|-0.5632|-0.56794|-0.76083|-0.047068|-0.052613|0.090674|-0.59384|-0.5073|-0.43392|-0.089995|-0.052747|-0.069254|-0.76069|-0.82887|-0.71895|-0.27915|-0.37184|-0.27915|-0.37184|-0.60146|-0.57933|-0.36911|-0.52806|-0.78165|-0.83553|-0.4651|-0.36345|-0.52273|-0.35064|-0.19055|-0.26957|-0.58941|-0.57965|-0.73615|-0.57533|-0.58553|-0.78473|-0.59232|-0.64982|-0.50436|-0.60071|-0.44343|-0.46602|-0.43656|-0.43622|-0.57448|-0.58793|-0.65403|-0.53304|-0.82619|-0.86091
"109"|19|"LAYING"|0.27265|-0.017143|-0.10898|-0.96502|-0.97345|-0.98467|-0.68004|0.72565|0.68762|-0.95896|-0.98699|-0.98882|0.077232|0.01115|-0.00098869|-0.98361|-0.97452|-0.98826|-0.031207|-0.095263|0.10861|-0.98136|-0.96362|-0.9732|-0.095602|-0.037148|-0.059916|-0.97611|-0.98461|-0.98696|-0.96626|-0.96319|-0.96626|-0.96319|-0.98478|-0.98067|-0.95326|-0.95591|-0.98534|-0.98025|-0.97453|-0.9728|-0.98534|-0.96209|-0.97483|-0.98474|-0.98348|-0.97488|-0.98651|-0.98528|-0.97596|-0.98856|-0.9742|-0.97206|-0.97393|-0.98394|-0.95983|-0.97542|-0.97196|-0.96406|-0.98062|-0.97945|-0.96562|-0.9575|-0.98189|-0.97933
"110"|19|"SITTING"|0.27383|-0.016739|-0.10871|-0.97636|-0.95039|-0.95193|0.58137|0.36034|0.48913|-0.96936|-0.96997|-0.96039|0.075375|0.013792|0.0017311|-0.98704|-0.97927|-0.9867|-0.021415|-0.052021|0.096898|-0.98463|-0.95976|-0.96559|-0.10099|-0.042517|-0.05908|-0.98846|-0.98747|-0.98531|-0.96207|-0.95176|-0.96207|-0.95176|-0.98642|-0.98421|-0.94223|-0.95049|-0.98945|-0.98583|-0.97924|-0.96076|-0.96634|-0.9752|-0.94805|-0.94751|-0.98678|-0.97914|-0.98398|-0.98858|-0.981|-0.98815|-0.98174|-0.96819|-0.96824|-0.98558|-0.9556|-0.96787|-0.96263|-0.9528|-0.98375|-0.98369|-0.96424|-0.95048|-0.98673|-0.98542
"111"|19|"STANDING"|0.27817|-0.015424|-0.10904|-0.98991|-0.94443|-0.9526|0.94405|-0.2239|0.13064|-0.99241|-0.97143|-0.95886|0.075412|0.0099134|0.0012922|-0.98479|-0.97054|-0.98614|-0.025091|-0.063143|0.071052|-0.94611|-0.96958|-0.96073|-0.099047|-0.042292|-0.052377|-0.97513|-0.9881|-0.98345|-0.96051|-0.96255|-0.96051|-0.96255|-0.98307|-0.97964|-0.94175|-0.93795|-0.9858|-0.98307|-0.98735|-0.95287|-0.96854|-0.99116|-0.94319|-0.94775|-0.98504|-0.97001|-0.98346|-0.98591|-0.97359|-0.98752|-0.94787|-0.97506|-0.9651|-0.94661|-0.96697|-0.96321|-0.96891|-0.96426|-0.97914|-0.97918|-0.95858|-0.93672|-0.98454|-0.98223
"112"|19|"WALKING"|0.27393|-0.019177|-0.12274|-0.048905|0.1818|-0.13948|0.93522|-0.22334|-0.089843|-0.96986|-0.95865|-0.92919|0.082225|0.014411|-0.032753|0.11031|0.080927|-0.17939|-0.027497|-0.075157|0.079811|-0.026436|-0.11441|-0.1042|-0.083235|-0.030713|-0.060309|0.080119|-0.29159|-0.21349|0.064817|-0.099393|0.064817|-0.099393|0.10945|0.035656|0.10005|-0.021846|-0.1647|-0.27149|-0.029982|0.16926|-0.10442|-0.057882|0.11262|-0.23387|0.033638|0.010732|-0.12937|0.090837|0.085401|-0.22783|0.22814|-0.097355|-0.010505|-0.10839|-0.13301|-0.22027|0.032227|-0.32479|0.073018|-0.022287|-0.095246|-0.1416|-0.26244|-0.33615
